172.24.0.1 - - [16/Sep/2026:22:08:30 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "POST / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 13893 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 13893 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:33 +0000] "GET /favicon.ico HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:33 +0000] "GET / HTTP/1.0" 302 371 "-" "-"
172.24.0.7 - - [16/Sep/2026:22:14:33 +0000] "GET / HTTP/1.1" 302 376 "-" "-"
172.24.0.1 - - [16/Sep/2026:22:21:06 +0000] "GET / HTTP/1.1" 302 424 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:06 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 4737 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-includes/css/dist/base-styles/admin-schemes.min.css?ver=7.1 HTTP/1.1" 200 1134 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/css/install.min.css?ver=7.1 HTTP/1.1" 200 2191 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/css/l10n.min.css?ver=7.1 HTTP/1.1" 200 1103 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/css/forms.min.css?ver=7.1 HTTP/1.1" 200 7186 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-includes/css/dashicons.min.css?ver=7.1 HTTP/1.1" 200 36059 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/js/language-chooser.min.js?ver=7.1 HTTP/1.1" 200 615 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-includes/css/buttons.min.css?ver=7.1 HTTP/1.1" 200 1996 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.1" 200 5216 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.7.1 HTTP/1.1" 200 30714 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/images/spinner.gif HTTP/1.1" 200 3941 "http://127.0.0.1:8082/wp-admin/css/install.min.css?ver=7.1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/images/wordpress-logo-gray.svg?ver=20260303 HTTP/1.1" 200 1810 "http://127.0.0.1:8082/wp-admin/css/install.min.css?ver=7.1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /favicon.ico HTTP/1.1" 302 423 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
172.24.0.1 - - [16/Sep/2026:22:21:07 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 4737 "http://127.0.0.1:8082/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/152.0.0.0 Safari/537.36"
127.0.0.1 - - [16/Sep/2026:22:21:15 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.68 (Debian) PHP/8.3.33 (internal dummy connection)"
